CBFG_00012 CBFG_00478
CBFG_01917 CBFG_03877
CBFG_01917 CBFG_02643
CBFG_01917 CBFG_00084
CBFG_01917 CBFG_04153
CBFG_01917 CBFG_02036
CBFG_01918 CBFG_01576
CBFG_01918 CBFG_02051
CBFG_01918 CBFG_02209
CBFG_01918 CBFG_01921
CBFG_01918 CBFG_02089
CBFG_01918 CBFG_01707
CBFG_01918 CBFG_01374
CBFG_01918 CBFG_01815
CBFG_01918 CBFG_01971
CBFG_01918 CBFG_01393
CBFG_01918 CBFG_00723
CBFG_01918 CBFG_02780
CBFG_01918 CBFG_00895
CBFG_01918 CBFG_01392
CBFG_01918 CBFG_01934
CBFG_01918 CBFG_02770
CBFG_01918 CBFG_01710
CBFG_01918 CBFG_01515
CBFG_01918 CBFG_01419
CBFG_01918 CBFG_02210
CBFG_01918 CBFG_02743
CBFG_01918 CBFG_02208
CBFG_01921 CBFG_01392
CBFG_01921 CBFG_02770
CBFG_01921 CBFG_01515
CBFG_01921 CBFG_01710
CBFG_01921 CBFG_02743
CBFG_01921 CBFG_01419
CBFG_01921 CBFG_01918
CBFG_01921 CBFG_02780
CBFG_01921 CBFG_02089
CBFG_01921 CBFG_02210
CBFG_01921 CBFG_02209
CBFG_01921 CBFG_01971
CBFG_01921 CBFG_01815
CBFG_01921 CBFG_02208
CBFG_01921 CBFG_01707
CBFG_01921 CBFG_01374
CBFG_01921 CBFG_01576
CBFG_01921 CBFG_02051
CBFG_01921 CBFG_01934
CBFG_01921 CBFG_01393
CBFG_01921 CBFG_00723
CBFG_01921 CBFG_00895
CBFG_01934 CBFG_01971
CBFG_01934 CBFG_02208
CBFG_01934 CBFG_02770
CBFG_01934 CBFG_01392
CBFG_01934 CBFG_01710
CBFG_01934 CBFG_01515
CBFG_01934 CBFG_02743
CBFG_01934 CBFG_01707
CBFG_01934 CBFG_01374
CBFG_01934 CBFG_01576
CBFG_01934 CBFG_02051
CBFG_01934 CBFG_01393
CBFG_01934 CBFG_01419
CBFG_01934 CBFG_01918
CBFG_01934 CBFG_00723
CBFG_01934 CBFG_00895
CBFG_01934 CBFG_01921
CBFG_01934 CBFG_02780
CBFG_01934 CBFG_02210
CBFG_01934 CBFG_01815
CBFG_01934 CBFG_02209
CBFG_01934 CBFG_02089
CBFG_01959 CBFG_01375
CBFG_01959 CBFG_03823
CBFG_01959 CBFG_02518
CBFG_01959 CBFG_02132
CBFG_01959 CBFG_03497
CBFG_01959 CBFG_00666
CBFG_01959 CBFG_01988
CBFG_01959 CBFG_03357
CBFG_01959 CBFG_02594
CBFG_01959 CBFG_01777
CBFG_01959 CBFG_01177
CBFG_01965 CBFG_03174
CBFG_01965 CBFG_02843
CBFG_01965 CBFG_02844
CBFG_01966 CBFG_00866
CBFG_01967 CBFG_03881
CBFG_01967 CBFG_05160
CBFG_01967 CBFG_01974
CBFG_01967 CBFG_06117
CBFG_01971 CBFG_01815
CBFG_01971 CBFG_00723
CBFG_01971 CBFG_00895
CBFG_01971 CBFG_02770
CBFG_01971 CBFG_02210
CBFG_01971 CBFG_01419
CBFG_01971 CBFG_01918
CBFG_01971 CBFG_02089
CBFG_01971 CBFG_02209
CBFG_01971 CBFG_01392
CBFG_01971 CBFG_01710
CBFG_01971 CBFG_01515
CBFG_01971 CBFG_02208
CBFG_01971 CBFG_02743
CBFG_01971 CBFG_01921
CBFG_01971 CBFG_01374
CBFG_01971 CBFG_01707
CBFG_01971 CBFG_02051
CBFG_01971 CBFG_01576
CBFG_01971 CBFG_02780
CBFG_01971 CBFG_01393
CBFG_01971 CBFG_01934
CBFG_01974 CBFG_03235
CBFG_01974 CBFG_00902
CBFG_01974 CBFG_02843
CBFG_01974 CBFG_01967
CBFG_01974 CBFG_06116
CBFG_01974 CBFG_03174
CBFG_01974 CBFG_06091
CBFG_01974 CBFG_03881
CBFG_01974 CBFG_05160
CBFG_01974 CBFG_06117
CBFG_01974 CBFG_02844
CBFG_01988 CBFG_00404
CBFG_01988 CBFG_03497
CBFG_01988 CBFG_02412
CBFG_01988 CBFG_01959
CBFG_01988 CBFG_04089
CBFG_01988 CBFG_04132
CBFG_01990 CBFG_05634
CBFG_01990 CBFG_01387
CBFG_01990 CBFG_01807
CBFG_01990 CBFG_01177
CBFG_02006 CBFG_02007
CBFG_02007 CBFG_02006
CBFG_02008 CBFG_02010
CBFG_02010 CBFG_02008
CBFG_02017 CBFG_02252
CBFG_02017 CBFG_01063
CBFG_02017 CBFG_02253
CBFG_02019 CBFG_04580
CBFG_02036 CBFG_03141
CBFG_02036 CBFG_01917
CBFG_02036 CBFG_00773
CBFG_02036 CBFG_03043
CBFG_02036 CBFG_05222
CBFG_02036 CBFG_03550
CBFG_02036 CBFG_00356
CBFG_02036 CBFG_03044
CBFG_02036 CBFG_02785
CBFG_02051 CBFG_01419
CBFG_02051 CBFG_02210
CBFG_02051 CBFG_01918
CBFG_02051 CBFG_02209
CBFG_02051 CBFG_02089
CBFG_02051 CBFG_00723
CBFG_02051 CBFG_01815
CBFG_02051 CBFG_01971
CBFG_02051 CBFG_00895
CBFG_02051 CBFG_02770
CBFG_02051 CBFG_01392
CBFG_02051 CBFG_01515
CBFG_02051 CBFG_01710
CBFG_02051 CBFG_02743
CBFG_02051 CBFG_02208
CBFG_02051 CBFG_01921
CBFG_02051 CBFG_01374
CBFG_02051 CBFG_01707
CBFG_02051 CBFG_01576
CBFG_02051 CBFG_01393
CBFG_02051 CBFG_02780
CBFG_02051 CBFG_01934
CBFG_02063 CBFG_03133
CBFG_02063 CBFG_03633
CBFG_02063 CBFG_02566
CBFG_02063 CBFG_01368
CBFG_02063 CBFG_02087
CBFG_02084 CBFG_03039
CBFG_02084 CBFG_04549
CBFG_02084 CBFG_03194
CBFG_02084 CBFG_01388
CBFG_02084 CBFG_00084
CBFG_02084 CBFG_02643
CBFG_02084 CBFG_02211
CBFG_02084 CBFG_04724
CBFG_02084 CBFG_02642
CBFG_02084 CBFG_04153
CBFG_02086 CBFG_00815
CBFG_02087 CBFG_02063
